movieId,title,genres,imdbId,tmdbId,poster_url
32,Twelve Monkeys (1995),Drama|Sci-Fi,114746,63,https://image.tmdb.org/t/p/original/gt3iyguaCIw8DpQZI1LIN5TohM2.jpg
33,Wings of Courage (1995),Adventure|Romance,114952,78802,https://image.tmdb.org/t/p/original/gA88wt3Rkk3YRc2phEcvlAzpQJG.jpg
34,Babe (1995),Children's|Comedy|Drama,112431,9598,https://image.tmdb.org/t/p/original/zKuQMtnbVTz9DsOnOJmlW71v4qH.jpg
35,Carrington (1995),Drama|Romance,112637,47018,https://image.tmdb.org/t/p/original/8NmeBTkC4UQa8XT2GGsBN2R8Bqo.jpg
36,Dead Man Walking (1995),Drama,112818,687,https://image.tmdb.org/t/p/original/wQmmJi5ypfHH2boXrQBmsep7qb2.jpg
37,Across the Sea of Time (1995),Documentary,112286,139405,https://upload.wikimedia.org/wikipedia/en/0/06/Across_the_Sea_of_Time_Poster.jpg
38,It Takes Two (1995),Comedy,113442,33689,https://image.tmdb.org/t/p/original/lEn31TRZTkGYqeqOR8vsMzZRbCY.jpg
39,Clueless (1995),Comedy|Romance,112697,9603,https://image.tmdb.org/t/p/original/8AwVTcgpTnmeOs4TdTWqcFDXEsA.jpg
40,"Cry, the Beloved Country (1995)",Drama,112749,34615,https://image.tmdb.org/t/p/original/kGPsBswFOCjiGzXq4OZwzEAAODa.jpg
41,Richard III (1995),Drama|War,114279,31174,https://image.tmdb.org/t/p/original/aN2BcIH6rvGbYiRQCS8lxOdeeVQ.jpg
42,Dead Presidents (1995),Action|Crime|Drama,112819,11443,https://image.tmdb.org/t/p/original/wRLepMZoUCwjLFb1WSbuUT6uVWR.jpg
43,Restoration (1995),Drama,114272,35196,https://image.tmdb.org/t/p/original/z1YM3WFZnF2NwHT5IRGYUcvZBSl.jpg
44,Mortal Kombat (1995),Action|Adventure,113855,9312,https://image.tmdb.org/t/p/original/fcK7tzSSXMYiMN8E9KlZJL1BYyp.jpg
45,To Die For (1995),Comedy|Drama,114681,577,https://image.tmdb.org/t/p/original/whz4bwvqE1OmQHIyqHdZD8jU9CO.jpg
46,How to Make an American Quilt (1995),Drama|Romance,113347,11861,https://image.tmdb.org/t/p/original/vwYRaERccwXWCYrTzeWRZRarJOo.jpg
47,Seven (Se7en) (1995),Crime|Thriller,114369,807,https://image.tmdb.org/t/p/original/6yoghtyTpznpBik8EngEmJskVUO.jpg
48,Pocahontas (1995),Animation|Children's|Musical|Romance,114148,10530,https://image.tmdb.org/t/p/original/kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg
49,When Night Is Falling (1995),Drama|Romance,114916,8391,https://image.tmdb.org/t/p/original/6Ac5GLwJ01uli5mCXqXwquR36Y1.jpg
50,"Usual Suspects, The (1995)",Crime|Thriller,114814,629,https://image.tmdb.org/t/p/original/rWbsxdwF9qQzpTPCLmDfVnVqTK1.jpg
51,Guardian Angel (1994),Action|Drama|Thriller,109950,117164,https://image.tmdb.org/t/p/original/AoRBM85EbRY9U0jtgy88DtV99Jl.jpg
52,Mighty Aphrodite (1995),Comedy,113819,11448,https://image.tmdb.org/t/p/original/ice135yQZp4iX2SgCmd90nKgS5j.jpg
53,Lamerica (1994),Drama,110299,49133,https://image.tmdb.org/t/p/original/nnLpA4mqb3gvhNJQZ00cOyBmeq3.jpg
54,"Big Green, The (1995)",Children's|Comedy,112499,26441,https://image.tmdb.org/t/p/original/nVHqIuBTcTLmAIrML7T704UwfNI.jpg
55,Georgia (1995),Drama,113158,97406,https://image.tmdb.org/t/p/original/uXjfK404xo7SiVlFcAoRyaFqXR4.jpg
56,Kids of the Round Table (1995),Adventure|Children's|Fantasy,113541,124057,https://image.tmdb.org/t/p/original/1y8KAZOKrdmTI2sddcilcbRsMtI.jpg
57,Home for the Holidays (1995),Drama,113321,9089,https://image.tmdb.org/t/p/original/3zqlKdOttWyExzopVxglz50Vjxq.jpg
58,"Postino, Il (The Postman) (1994)",Drama|Romance,110877,11010,https://image.tmdb.org/t/p/original/cUaCpjVDefYShKyLmkcDsiPaBHn.jpg
59,"Confessional, The (Le Confessionnal) (1995)",Drama|Mystery,112714,99040,https://image.tmdb.org/t/p/original/9ApR0PwQdlnvc76NmlbUWkeAK9i.jpg
60,"Indian in the Cupboard, The (1995)",Adventure|Children's|Fantasy,113419,11359,https://image.tmdb.org/t/p/original/ozQAmW85tTJu2dhRe3evzyY03Nb.jpg
61,Eye for an Eye (1996),Drama|Thriller,116260,17182,https://image.tmdb.org/t/p/original/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg
62,Mr. Holland's Opus (1995),Drama,113862,2054,https://image.tmdb.org/t/p/original/kBmwWeSN3ajnYHZ3dSybEobxEPI.jpg
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy,116126,10607,https://image.tmdb.org/t/p/original/HZQBF7JDd2e9p4rPSbSHuWHaCC.jpg
64,Two if by Sea (1996),Comedy|Romance,118002,19760,https://image.tmdb.org/t/p/original/xSfqAMYqrTtDeAjPtYo0S8nc5Zz.jpg
65,Bio-Dome (1996),Comedy,115683,9536,https://image.tmdb.org/t/p/original/pkL8rqpO0EryTV1DLJJdrhOZ7sL.jpg
66,Lawnmower Man 2: Beyond Cyberspace (1996),Sci-Fi|Thriller,116839,11525,https://image.tmdb.org/t/p/original/nsKDpcdC62krEPlCKKjLSHuMwwu.jpg
67,Two Bits (1995),Drama,114753,40628,https://image.tmdb.org/t/p/original/ianK4zwR5Vv4JSDm3sNDh3kH86I.jpg
68,French Twist (Gazon maudit) (1995),Comedy|Romance,113149,4482,https://image.tmdb.org/t/p/original/xlLnHizshGBwMiNrnop2kg2nYzE.jpg
69,Friday (1995),Comedy,113118,10634,https://image.tmdb.org/t/p/original/2lReF53F8trkC68piGSfk0JVwWU.jpg
70,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,116367,755,https://image.tmdb.org/t/p/original/sV3kIAmvJ9tPz4Lq5fuf9LLMxte.jpg
71,Fair Game (1995),Action,113010,11859,https://image.tmdb.org/t/p/original/qcxsWOzBaF7MZNNThtRQWQ9Wrdk.jpg
72,Kicking and Screaming (1995),Comedy|Drama,113537,28387,https://image.tmdb.org/t/p/original/ynAtSpTou7snNOq32djzILw9VCA.jpg
73,"Misérables, Les (1995)",Drama|Musical,113828,48750,https://image.tmdb.org/t/p/original/czlMyja9zSMnAuXQXTMxJ5Dw7Yc.jpg
74,Bed of Roses (1996),Drama|Romance,115644,20927,https://image.tmdb.org/t/p/original/e0Eho8TETw1RhvX9MH9i19Xf1iM.jpg
75,Big Bully (1996),Comedy|Drama,115676,36929,https://image.tmdb.org/t/p/original/dws3JR4Yi325Tz33XnuXEB6XjGr.jpg
76,Screamers (1995),Sci-Fi|Thriller,114367,9102,https://image.tmdb.org/t/p/original/eqgBf791rMZG7ywHfObpXeMpiRf.jpg
77,Nico Icon (1995),Documentary,113973,124626,https://image.tmdb.org/t/p/original/oE5N0E2YGpwBtQizRO0wdLDcyC7.jpg
78,"Crossing Guard, The (1995)",Drama,112744,27526,https://image.tmdb.org/t/p/original/kogaCIIylHmWQo2gJrrdq8Br8b8.jpg
79,"Juror, The (1996)",Drama|Thriller,116731,9623,https://image.tmdb.org/t/p/original/31mRYhJvaknQx8PQnR2UV7YCkLT.jpg
80,"White Balloon, The (Badkonake Sefid ) (1995)",Drama,112445,46785,https://image.tmdb.org/t/p/original/u6jrlgZZx3zSFPDPTVOYpueljgH.jpg
81,Things to Do in Denver when You're Dead (1995),Crime|Drama|Romance,114660,400,https://image.tmdb.org/t/p/original/sUzmpu6WwRA7KdQvt0K2YVuE0by.jpg
82,Antonia's Line (Antonia) (1995),Drama,112379,880,https://image.tmdb.org/t/p/original/nUCVi6bBIL7LGC61nYaCqikAhIA.jpg
83,Once Upon a Time... When We Were Colored (1995),Drama,114039,146599,https://image.tmdb.org/t/p/original/45xucuNlia6vEPWYrYu2QlnwgpO.jpg
84,Last Summer in the Hamptons (1995),Comedy|Drama,113612,188588,https://image.tmdb.org/t/p/original/g3m93gROYRRgu7lyQPzrka612uK.jpg
85,Angels and Insects (1995),Drama|Romance,112365,8447,https://image.tmdb.org/t/p/original/w1i5JdddoLuzSmnKo5ORDoKdMm2.jpg
86,White Squall (1996),Adventure|Drama,118158,10534,https://image.tmdb.org/t/p/original/muhTVa52IufjTaqNseXFQUAEuyG.jpg
87,Dunston Checks In (1996),Children's|Comedy,116151,17414,https://image.tmdb.org/t/p/original/mvbJSNMRzM7epjeJMT3vFxXydQJ.jpg
88,Black Sheep (1996),Comedy,115697,13997,https://image.tmdb.org/t/p/original/bqIW5oE4WeHAvk1nh2Y6rfOLGrF.jpg
89,Nick of Time (1995),Action|Thriller,113972,2086,https://image.tmdb.org/t/p/original/A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg
90,"Journey of August King, The (1995)",Drama,113490,61548,https://image.tmdb.org/t/p/original/1kWPXnCyUo20QCrv8lwQhTFPj9f.jpg
92,Mary Reilly (1996),Drama|Thriller,117002,9095,https://image.tmdb.org/t/p/original/eAOPWQdwytdRaLK3VXi7JFJFqmj.jpg
93,Vampire in Brooklyn (1995),Comedy|Romance,114825,12158,https://image.tmdb.org/t/p/original/i8ZD5LsBjwF45MsZ1nCClpvaOcn.jpg
94,Beautiful Girls (1996),Drama,115639,9283,https://image.tmdb.org/t/p/original/sHcx1fBmrtZYvFmUywU0d5cvIFd.jpg
95,Broken Arrow (1996),Action|Thriller,115759,9208,https://image.tmdb.org/t/p/original/iBPMwYYJFvdCBkXrwV75peo5Lz2.jpg
96,In the Bleak Midwinter (1995),Comedy,113403,40154,https://image.tmdb.org/t/p/original/lam5mVjru6yhgG8N1MHCqAUrxzL.jpg
97,"Hate (Haine, La) (1995)",Drama,113247,406,https://image.tmdb.org/t/p/original/gIMt8wYctUZntMMZTddZdhN5c8k.jpg
98,Shopping (1994),Action|Thriller,111173,45549,https://image.tmdb.org/t/p/original/jiIQO8UWyvVkdJEujb6VWKUBzaz.jpg
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,113283,63076,https://image.tmdb.org/t/p/original/laPSb9I8TuYslOh1OcgaTByWKnw.jpg
100,City Hall (1996),Drama|Thriller,115907,11062,https://image.tmdb.org/t/p/original/tEpefYZtoDZsMflWrPIXbW0OSwN.jpg
101,Bottle Rocket (1996),Comedy,115734,13685,https://image.tmdb.org/t/p/original/6E7mJ5wpzTFbYFbJvTzzZ8Til9C.jpg
102,Mr. Wrong (1996),Comedy,117102,47475,https://image.tmdb.org/t/p/original/yGbPzJ5hib2TFi0Rkb6JH8webaL.jpg
103,Unforgettable (1996),Thriller,118040,2045,https://image.tmdb.org/t/p/original/500Ne3EDn3HHpuCQWwGKR74r0cB.jpg
104,Happy Gilmore (1996),Comedy,116483,9614,https://image.tmdb.org/t/p/original/4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg
105,"Bridges of Madison County, The (1995)",Drama|Romance,112579,688,https://image.tmdb.org/t/p/original/aCBrhOQjhG397GLkEZ49zReQEKX.jpg
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,110251,11907,https://image.tmdb.org/t/p/original/vBDJPkoTOKT9F1zx0y9tT7G62vF.jpg
107,Muppet Treasure Island (1996),Adventure|Children's|Comedy|Musical,117110,10874,https://image.tmdb.org/t/p/original/gX2TAgjGvk2LJk4Awu0LM7UScfQ.jpg
108,Catwalk (1995),Documentary,112646,89333,https://image.tmdb.org/t/p/original/8Db2Tx2RkTUozzilF1SGMitcHLl.jpg
109,Headless Body in Topless Bar (1995),Comedy,113276,96357,https://image.tmdb.org/t/p/original/smnQdk2Nlq6lZyvAgHetrn2Ohkl.jpg
110,Braveheart (1995),Action|Drama|War,112573,197,https://image.tmdb.org/t/p/original/or1gBugydmjToAEq7OZY0owwFk.jpg
111,Taxi Driver (1976),Drama|Thriller,75314,103,https://image.tmdb.org/t/p/original/ekstpH614fwDX8DUln1a2Opz0N8.jpg
112,Rumble in the Bronx (1995),Action|Adventure|Crime,113326,33542,https://image.tmdb.org/t/p/original/1nAfchiXHQB3iyhK8fCJJEnNs5A.jpg
113,Before and After (1996),Drama|Mystery,115645,43566,https://image.tmdb.org/t/p/original/oK8UKDrjFS14OFoihaQPfmmMOyI.jpg
114,Margaret's Museum (1995),Drama,113774,71754,https://image.tmdb.org/t/p/original/ulhih7Th6S9zuhR5kOiVdCm8Il4.jpg
115,Happiness Is in the Field (1995),Comedy,112556,43612,https://image.tmdb.org/t/p/original/tjHn19RpFMBmzQx58SBO40nLvhu.jpg
116,Anne Frank Remembered (1995),Documentary,112373,51352,https://image.tmdb.org/t/p/original/6nyhzrSGimCbdxiY8DEO7kI7xx4.jpg
117,"Young Poisoner's Handbook, The (1995)",Crime,115033,16934,https://image.tmdb.org/t/p/original/d3Lakfy0K1eRHUbay9kMeWdt7y6.jpg
118,If Lucy Fell (1996),Comedy|Romance,116606,10324,https://image.tmdb.org/t/p/original/l3Bwmjdon6JBDzJUA3ZSdMZZ7lI.jpg
119,"Steal Big, Steal Little (1995)",Comedy,114536,78406,https://image.tmdb.org/t/p/original/83TvBaWt8wZHUZo8MKwE2cLRBiT.jpg
120,Race the Sun (1996),Drama,117427,55731,https://image.tmdb.org/t/p/original/jQA7TXgmEi35Zab6fHQ8VZ7Zhfn.jpg
121,"Boys of St. Vincent, The (1993)",Drama,106473,32119,https://image.tmdb.org/t/p/original/cam0cG0UWdUVtQRvFHJXmNtL1hY.jpg
122,Boomerang (1992),Comedy|Romance,103859,11066,https://image.tmdb.org/t/p/original/cc9YAZq5NXiIEJsHjW7p2FaHQkp.jpg
123,Chungking Express (1994),Drama|Mystery|Romance,109424,11104,https://image.tmdb.org/t/p/original/43I9DcNoCzpyzK8JCkJYpHqHqGG.jpg
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,114808,37975,https://image.tmdb.org/t/p/original/wousyAPimHw7RQVjlvzA8BSr2pt.jpg
125,Flirting With Disaster (1996),Comedy,116324,2074,https://image.tmdb.org/t/p/original/sRRdVLuxk8OLCDRd4u4xDrDdwv7.jpg
126,"NeverEnding Story III, The (1994)",Adventure|Children's|Fantasy,110647,27793,https://image.tmdb.org/t/p/original/o75HHfr23sgeqIeUPwjKY0V9Ppi.jpg
127,"Silence of the Palace, The (Saimt el Qusur) (1994)",Drama,111055,44284,https://image.tmdb.org/t/p/original/c8QQRaI3k3LNUqYKmlKldhLpgYK.jpg
128,Jupiter's Wife (1994),Documentary,110217,290157,https://image.tmdb.org/t/p/original/2GIdaPLF7gYyXnlxGzTwV5fQGWy.jpg
129,Pie in the Sky (1995),Comedy|Romance,114131,110972,https://image.tmdb.org/t/p/original/iZs2BzP1nbrcHCDX3QEHa3Nn0y4.jpg
130,Angela (1995),Drama,112364,32622,https://image.tmdb.org/t/p/original/fhxU3jFzC2tlBgqFhB7NqO4qAFe.jpg
131,Frankie Starlight (1995),Drama|Romance,113107,73067,https://image.tmdb.org/t/p/original/6v3VxWhFsr2Qx8qIQkG4WL3f76X.jpg
132,Jade (1995),Thriller,113451,11863,https://image.tmdb.org/t/p/original/8KWiZKDYpAgh8n27lanvTuDquyX.jpg
133,Nueba Yol (1995),Comedy|Drama,114015,55475,https://image.tmdb.org/t/p/original/wXJImKBIFIanoZQsx0knEfthpq5.jpg
134,Sonic Outlaws (1995),Documentary,114500,124636,https://image.tmdb.org/t/p/original/AnUjiKfCnxwgEVW9r4xXq09BhdL.jpg
135,Down Periscope (1996),Comedy,116130,9101,https://image.tmdb.org/t/p/original/brleKcHsirTw7lFqcgUMOfgL2nl.jpg
136,From the Journals of Jean Seberg (1995),Documentary,113125,123360,https://image.tmdb.org/t/p/original/i434k0SSFhDav9lCxFQzD95EciY.jpg
137,Man of the Year (1995),Documentary,113756,5757,https://image.tmdb.org/t/p/original/jVO3Gvsdqe5C9Jr7cE1fSOtW2Op.jpg
138,"Neon Bible, The (1995)",Drama,113952,39428,https://image.tmdb.org/t/p/original/2DyeA45isq3jIRlwG6VgwV8KQq7.jpg
139,Target (1995),Action|Drama,114618,124639,https://m.media-amazon.com/images/M/MV5BMjM3NjkxYjgtMzQ2Ni00ZjMxLTlkYzUtYTQ2ZWM2YTgyOWU5XkEyXkFqcGdeQXVyMjM5NDM1MTE@._V1_.jpg
140,Up Close and Personal (1996),Drama|Romance,118055,9302,https://image.tmdb.org/t/p/original/2yf1pCiQk6JMy4k5zxf39YXQxGB.jpg
141,"Birdcage, The (1996)",Comedy,115685,11000,https://image.tmdb.org/t/p/original/4IpC35BoA5aRO0Q1DpFGJ8iKKYq.jpg
142,Shadows (Cienie) (1988),Drama,94878,525153,https://image.tmdb.org/t/p/original/emSTzEr2qdo3lV14ZQ3uIYsqHJS.jpg
143,Gospa (1995),Drama,113200,249882,https://image.tmdb.org/t/p/original/dIvQt3ykeR2TsRMOuDtlR1p2uCt.jpg
144,"Brothers McMullen, The (1995)",Comedy,112585,16388,https://image.tmdb.org/t/p/original/6oWsOJP0ed5gs8n2UywcailoxFN.jpg
145,Bad Boys (1995),Action,112442,9737,https://image.tmdb.org/t/p/original/x1ygBecKHfXX4M2kRhmFKWfWbJc.jpg
146,"Amazing Panda Adventure, The (1995)",Adventure|Children's,112342,30765,https://image.tmdb.org/t/p/original/tIK40vCE9i8g4VhyJ3LLr5y1ROJ.jpg
147,"Basketball Diaries, The (1995)",Drama,112461,10474,https://image.tmdb.org/t/p/original/AhvO1GGDPIgN0hOqZEgaFCbswMK.jpg
148,"Awfully Big Adventure, An (1995)",Drama,112427,22279,https://image.tmdb.org/t/p/original/tfXBuRBMbyu9IF9KCFz3kXeWQDT.jpg
149,Amateur (1994),Crime|Drama|Thriller,109093,30157,https://image.tmdb.org/t/p/original/mjooOyiOQcGYilCkcBx8lcdyuZi.jpg
150,Apollo 13 (1995),Drama,112384,568,https://image.tmdb.org/t/p/original/kzj95o9FlVxKziQq36mjES3wxel.jpg
151,Rob Roy (1995),Drama|Romance|War,114287,11780,https://image.tmdb.org/t/p/original/4QuypgbNYmPECAAHnV3QY8qEpOz.jpg
152,"Addiction, The (1995)",Horror,112288,34996,https://image.tmdb.org/t/p/original/1Yy8H2tKQ16mffLFRfxcBHKBdyF.jpg
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,112462,414,https://image.tmdb.org/t/p/original/mzzNBVwTiiY94xAXDMWJpNPW2US.jpg
154,Belle de jour (1967),Drama,61395,649,https://image.tmdb.org/t/p/original/enq7agj0TPCVpSLCGWehrYHB5tB.jpg
155,Beyond Rangoon (1995),Drama|War,112495,1873,https://image.tmdb.org/t/p/original/xTiy5kSP3Hetig7xB4E8INq5ron.jpg
156,Blue in the Face (1995),Comedy,112541,5894,https://image.tmdb.org/t/p/original/yBFNJA95MNiasdNUPCU6otdtJE8.jpg
157,Canadian Bacon (1994),Comedy|War,109370,1775,https://image.tmdb.org/t/p/original/bzK2aQ8xUB67kwCR5LHTSY99HtT.jpg
158,Casper (1995),Adventure|Children's,112642,8839,https://image.tmdb.org/t/p/original/2ah8fNJFZVU3vcXhU5xfAYi2eym.jpg
159,Clockers (1995),Drama,112688,20649,https://image.tmdb.org/t/p/original/c79uqLJleho2a7OQayfrW5Ypphf.jpg
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,112715,10329,https://image.tmdb.org/t/p/original/hPNSToNIIpRO6y5Rh973leqQqNr.jpg
161,Crimson Tide (1995),Drama|Thriller|War,112740,8963,https://image.tmdb.org/t/p/original/21nqRJ6ofEgVvEl68J4O9V26Xzy.jpg
162,Crumb (1994),Documentary,109508,26564,https://image.tmdb.org/t/p/original/oJWGWzaYdYG4mkQK6sbus5Tenho.jpg
163,Desperado (1995),Action|Romance|Thriller,112851,8068,https://image.tmdb.org/t/p/original/e3gwpBeXpvGZsxUya9zNym5QXrw.jpg
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,112857,8512,https://image.tmdb.org/t/p/original/5lcJhwKGavLbPva17QkTBhLfqEk.jpg
165,Die Hard: With a Vengeance (1995),Action|Thriller,112864,1572,https://image.tmdb.org/t/p/original/skdHpVja0uRNKVVN9ksviI86I4z.jpg
166,"Doom Generation, The (1995)",Comedy|Drama,112887,13552,https://image.tmdb.org/t/p/original/cRzRj2UBvIH8ryWhu5PNL2PzV7j.jpg
167,Feast of July (1995),Drama,113044,259209,https://image.tmdb.org/t/p/original/inUPybROcLlzdG4EQeDIShfFjsD.jpg
168,First Knight (1995),Action|Adventure|Drama|Romance,113071,6520,https://image.tmdb.org/t/p/original/xuXkCcrvUTkehVXuTGpnfySsx0Z.jpg
169,Free Willy 2: The Adventure Home (1995),Adventure|Children's|Drama,113114,9073,https://image.tmdb.org/t/p/original/3wpug3W5rYBdqeAnhc1UeXLE5ZF.jpg
170,Hackers (1995),Action|Crime|Thriller,113243,10428,https://image.tmdb.org/t/p/original/qfx2EENW1sOpKNVKLzr7VOhlxkt.jpg
171,Jeffrey (1995),Comedy,113464,17447,https://image.tmdb.org/t/p/original/tHcKImp3QqG7UWdv3PzEHZX8oHT.jpg
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,113481,9886,https://image.tmdb.org/t/p/original/iH8Jgi8qvb7pnBfI8fVGaUbyRna.jpg
173,Judge Dredd (1995),Action|Adventure|Sci-Fi,113492,9482,https://image.tmdb.org/t/p/original/cfSnKn8NDU3m8UxihjVcYprA0Aq.jpg
174,Jury Duty (1995),Comedy,113500,19326,https://image.tmdb.org/t/p/original/DbKQDPqBE4kCaePj4CHu6r3ZAb.jpg
175,Kids (1995),Drama,113540,9344,https://image.tmdb.org/t/p/original/8qV8hUVCUnFIQKewzlhaFWhdszK.jpg
176,Living in Oblivion (1995),Comedy,113677,9071,https://image.tmdb.org/t/p/original/b54xDk98oWtEtAso9sj1wjaZDDH.jpg
177,Lord of Illusions (1995),Horror,113690,8973,https://image.tmdb.org/t/p/original/miQREwapDUNwfInokjeVLt8BiNM.jpg
178,Love & Human Remains (1993),Comedy,107447,15730,https://image.tmdb.org/t/p/original/9QVw6cPXfsjr4PncE1TeWudeLmh.jpg
179,Mad Love (1995),Drama|Romance,113729,47608,https://image.tmdb.org/t/p/original/glhctWoYw1jg8z0FUSwFD4UTNi4.jpg
180,Mallrats (1995),Comedy,113749,2293,https://image.tmdb.org/t/p/original/kNm0AQFIc4nlzCd8Nqvbb5gccAV.jpg
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children's,113820,9070,https://image.tmdb.org/t/p/original/pcLbHqs80dchv0byHivhdwHKEup.jpg
182,Moonlight and Valentino (1995),Drama|Romance,113851,68274,https://image.tmdb.org/t/p/original/wZJ94p4Hih0UlsWNlvR2XDtTkDH.jpg
183,Mute Witness (1994),Thriller,110604,48787,https://image.tmdb.org/t/p/original/kfCIZNpb2bWspnQNkIQftQlksCU.jpg
184,Nadja (1994),Drama,110620,34574,https://image.tmdb.org/t/p/original/sIZl6Oy5nn4kHKHamX50tSPF4Ob.jpg
